Industry,Startup_Age,Funding_Amount,Number_of_Founders,Founder_Experience,Employees_Count,Revenue,Burn_Rate,Market_Size,Business_Model,Product_Uniqueness_Score,Customer_Retention_Rate,Marketing_Expense,failed
0,2.0,49859629.0,2.0,11.0,969.0,6438358.702072844,500000.0,2,0,6.0,85.32819287366512,500000.0,1.0
7,4.0,38463740.0,1.0,5.0,235.0,72243863.79584968,82780642.67271042,1,1,7.0,86.4207413662793,27200851.223100144,0.0
4,6.0,23324455.0,2.0,10.0,354.0,72779382.38905624,12060072.033457698,2,0,4.0,65.59908128971354,500000.0,0.0
7,2.0,12788088.0,1.0,28.0,891.0,29789298.640003297,500000.0,0,2,3.0,84.71984622636889,11462317.521691516,1.0
4,7.0,3611212.0,3.0,1.0,350.0,71801806.15694441,49749622.518690675,2,0,5.0,88.95382334084879,57630428.21890074,0.0
7,5.0,31283124.0,2.0,8.0,599.0,17887216.079135284,55070165.537676275,0,1,5.0,69.55605965034766,71057015.7396666,0.0
7,5.0,16896106.0,4.0,7.0,560.0,50705168.728700384,58402730.19749523,2,1,6.0,83.07442689746894,20224169.19414638,0.0
3,6.0,27024091.0,2.0,2.0,670.0,31620358.00819084,500000.0,2,1,5.0,45.04222634188618,42451383.69495009,0.0
4,1.0,13505703.0,1.0,10.0,541.0,60525397.73225238,122146902.5117441,1,0,3.0,39.66357572271835,21697084.8190505,0.0
7,6.0,21360866.0,4.0,4.0,373.0,40326557.59885262,81275634.36533988,0,1,5.0,81.30000928163443,4830644.863351401,0.0
7,4.0,36616324.0,2.0,5.0,72.0,53447656.430914186,7215325.601560835,1,1,2.0,37.27517139652105,500000.0,0.0
7,2.0,24014004.0,2.0,27.0,218.0,77372496.15755813,49157354.33843565,1,2,4.0,69.39768753111203,14321121.230765803,1.0
6,11.0,29076100.0,3.0,12.0,940.0,49192391.21550748,21100685.147965427,0,2,5.0,30.0,3534326.681535259,1.0
1,5.0,6424713.0,2.0,28.0,496.0,40749300.27294695,500000.0,1,2,2.0,30.0,10788489.40367259,1.0
4,7.0,14507188.0,3.0,11.0,705.0,8839492.323247632,500000.0,1,1,2.0,68.41253770733485,500000.0,0.0
2,4.0,2969141.0,4.0,20.0,377.0,5090711.523473742,108802556.20180532,1,2,7.0,44.12834315514725,500000.0,1.0
7,2.0,20244209.0,4.0,2.0,385.0,72221936.62201104,14962177.626096379,1,1,2.0,49.74991919904291,11118809.60715102,0.0
3,1.0,27577570.0,4.0,1.0,481.0,8401784.438339047,39341693.264558524,1,1,6.0,42.4249139692971,20120886.347495485,0.0
6,3.0,7927416.0,2.0,1.0,516.0,28948810.691516284,35776001.83065284,0,1,1.0,78.71057769501653,21827089.022094503,0.0
2,12.0,41976002.0,1.0,29.0,346.0,97030857.10370618,500000.0,1,2,2.0,71.34198584104604,59385151.42866741,1.0
6,6.0,37103397.0,4.0,7.0,369.0,23466160.181055494,500000.0,0,1,3.0,27.362007690766543,17767687.311291024,0.0
7,2.0,27394957.0,1.0,5.0,770.0,59206074.82976287,500000.0,1,1,2.0,33.32462546205184,40378358.04379286,0.0
0,14.0,41833123.0,3.0,18.0,290.0,58819565.80926184,25063890.391780227,1,2,2.0,91.7560065906236,6801157.118003886,1.0
3,4.0,18482530.0,1.0,2.0,314.0,84653483.97187185,17363389.85714573,0,1,7.0,53.041966195972094,15213796.689347617,0.0
4,1.0,29239278.0,4.0,2.0,786.0,34338045.14017916,70830589.5833497,1,0,2.0,66.5763883393351,33991110.66401702,0.0
6,6.0,32530062.0,1.0,3.0,64.0,35231612.76592227,23394060.425957266,0,1,7.0,37.70358635043653,15724406.290934402,0.0
6,4.0,10741106.0,1.0,18.0,913.0,43791841.99393401,83147006.80167264,2,0,3.0,52.11614986625644,19213915.73280347,1.0
7,4.0,18087179.0,1.0,1.0,524.0,91353478.43988378,500000.0,2,0,4.0,72.46279539545961,26815770.167873446,0.0
3,4.0,7438505.0,4.0,3.0,65.0,85259137.61993408,81111850.20750192,1,0,3.0,37.61559184763279,500000.0,0.0
7,3.0,23488128.0,3.0,10.0,637.0,33183622.39405228,30498872.10498402,0,0,1.0,62.95857792349403,2257308.233416448,0.0
2,6.0,4685151.0,3.0,11.0,607.0,56372461.38502003,20036291.51186919,1,2,1.0,35.31811579197207,6562217.515076015,1.0
4,2.0,38259027.0,4.0,3.0,551.0,29477091.790919624,31463219.820398197,2,0,3.0,73.62042742395646,20334892.2669377,0.0
0,8.0,26970522.0,3.0,6.0,806.0,59468337.17327815,3074238.175125447,2,1,2.0,30.0,4519064.873471528,1.0
2,2.0,46345350.0,3.0,19.0,562.0,102871565.30815588,62921379.32537949,0,0,1.0,71.61404518289855,5359663.624481524,1.0
7,7.0,18870781.0,3.0,4.0,22.0,60261337.0180632,500000.0,0,1,7.0,64.06235331167352,29433378.044598866,0.0
1,2.0,6364465.0,1.0,22.0,481.0,67860309.84932123,500000.0,1,0,7.0,44.76740334219281,6957382.238289855,1.0
1,14.0,28322717.0,4.0,1.0,445.0,69483545.72255552,45786636.18373931,1,1,6.0,30.0,3949780.784463474,1.0
6,1.0,4479884.0,3.0,8.0,946.0,6219681.577658806,149288391.66185158,0,1,9.0,89.54077801567475,12341323.35894718,1.0
2,5.0,39151430.0,1.0,17.0,125.0,29280671.52388152,38755999.38045353,1,0,3.0,30.0,4762320.881530869,1.0
2,5.0,25529692.0,1.0,15.0,245.0,48292834.34931988,500000.0,1,2,1.0,30.0,500000.0,1.0
7,13.0,21740019.0,4.0,17.0,611.0,102395895.4125331,6420403.081977246,1,0,9.0,46.72482180056603,500000.0,1.0
4,7.0,34967042.0,4.0,5.0,599.0,41352291.87708262,7001774.467562646,0,1,1.0,74.4226972567377,6861117.538833911,0.0
5,13.0,29162912.0,2.0,19.0,979.0,83217852.07112598,114019148.91988498,2,1,8.0,94.89541166420636,500000.0,1.0
7,13.0,39125534.0,3.0,22.0,149.0,37477197.92090258,500000.0,2,2,7.0,42.49317420512469,500000.0,1.0
3,13.0,38886807.0,4.0,29.0,712.0,56271085.26125992,33889736.565597765,0,1,3.0,85.2123361626637,6053722.193146113,1.0
4,7.0,7424788.0,1.0,3.0,602.0,14388368.804912647,500000.0,1,1,1.0,69.59972626220664,12908930.391306564,0.0
7,10.0,34690527.0,4.0,9.0,546.0,14210668.619897936,5872112.660501245,0,2,7.0,86.84873858636168,649095.3944847467,1.0
3,4.0,15755201.0,3.0,3.0,295.0,25693827.312099226,500000.0,2,2,7.0,95.63242017305583,22837866.098900504,1.0
3,9.0,6381862.0,1.0,1.0,386.0,6345842.186165565,38513684.94060474,1,1,6.0,36.64692608850787,500000.0,0.0
1,2.0,32200867.0,3.0,13.0,646.0,72221977.13886294,500000.0,0,0,9.0,91.01349904788744,500000.0,1.0
3,2.0,36260124.0,4.0,8.0,341.0,43204956.204865366,19298495.583740592,0,1,2.0,37.08119894108763,29096227.809651494,0.0
6,3.0,27635028.0,1.0,9.0,632.0,4746424.427777015,500000.0,0,1,1.0,79.04679930870843,3399142.2840654743,0.0
4,2.0,21208759.0,3.0,10.0,560.0,74222311.13193874,127655224.9180226,0,1,5.0,42.16695838538028,7862217.212608893,0.0
7,5.0,21987779.0,1.0,9.0,665.0,16335959.771724977,14828121.412143009,0,0,4.0,70.81301749448818,500000.0,0.0
6,2.0,2250844.0,1.0,9.0,98.0,18071418.404844142,500000.0,2,1,6.0,41.9800732483747,500000.0,0.0
0,6.0,39971513.0,4.0,10.0,133.0,73743262.03211191,500000.0,2,0,1.0,84.13564178904949,500000.0,1.0
0,6.0,43159174.0,1.0,25.0,590.0,69918134.95197734,69749111.24609782,2,2,8.0,50.46223465177992,18891802.0271379,1.0
2,2.0,11356214.0,2.0,14.0,274.0,70816632.08722751,500000.0,0,0,1.0,73.97675532986693,7874615.096550662,1.0
7,5.0,20393633.0,1.0,22.0,495.0,53730935.15678544,500000.0,0,2,8.0,36.10454608328889,641668.7453531037,1.0
3,10.0,4053712.0,3.0,17.0,705.0,22372634.64936971,9961119.54026321,0,1,2.0,31.756859028864795,8132792.376787795,1.0
6,11.0,32423502.0,1.0,28.0,387.0,5383619.606642932,9350102.126506243,1,1,3.0,51.621281417165406,4643070.887142901,1.0
7,1.0,14826382.0,2.0,10.0,685.0,61721609.317377046,49698513.25571175,1,1,3.0,78.72109176252788,500000.0,0.0
1,14.0,32949374.0,1.0,10.0,307.0,97440436.50664936,16389102.435855348,2,2,1.0,66.5339879532479,22187788.05278494,1.0
5,6.0,38366587.0,1.0,10.0,207.0,54511255.56182449,23620855.540927414,1,0,8.0,68.45655981172314,500000.0,1.0
7,9.0,1810713.0,1.0,6.0,548.0,25324723.8457882,59832346.77051226,0,0,6.0,61.3298569091056,500000.0,0.0
2,3.0,4417185.0,4.0,20.0,564.0,24318620.80411312,171144096.75451642,2,0,6.0,30.0,17502626.452197522,1.0
6,9.0,6477630.0,2.0,4.0,491.0,4794280.026031596,67013616.16375368,0,1,3.0,54.67116351575621,67166749.64230512,0.0
3,7.0,28011610.0,4.0,7.0,581.0,19404092.6938894,500000.0,0,0,7.0,53.61368154967933,500000.0,0.0
4,2.0,36039064.0,1.0,1.0,76.0,79632640.81001438,46130891.1582475,2,1,2.0,52.23425040830441,8949260.297925787,0.0
3,5.0,25938881.0,4.0,4.0,297.0,30895970.343236804,17129757.357792288,0,1,4.0,48.03930331423613,1846944.8721548468,0.0
3,3.0,48258143.0,4.0,28.0,482.0,75873187.9921236,28609127.213276118,1,0,7.0,90.42024072626556,500000.0,1.0
6,12.0,49707729.0,4.0,16.0,899.0,63351948.86088719,55701334.33044636,1,2,7.0,30.0,500000.0,1.0
6,1.0,20880139.0,1.0,1.0,311.0,66372161.7335244,75005192.45281464,1,1,6.0,42.01771819116246,13096719.436048841,0.0
7,4.0,10455984.0,2.0,7.0,131.0,10802078.238146814,10111556.592288846,2,0,4.0,92.09431903066468,17666312.298265062,0.0
7,6.0,23020072.0,1.0,26.0,430.0,109593918.57452723,11832154.579097915,1,0,9.0,74.78619583952845,22469387.013255972,1.0
3,7.0,27791964.0,3.0,6.0,251.0,13079287.943534056,17110071.291110277,0,0,4.0,69.99716568875921,63257484.12263405,0.0
6,2.0,9745662.0,4.0,9.0,653.0,2195467.28851416,500000.0,1,1,3.0,51.31370941695414,28119769.419073794,0.0
4,4.0,5506371.0,4.0,8.0,16.0,39266831.57302298,45031714.970611304,2,1,4.0,91.59691712289076,500000.0,0.0
6,5.0,17708838.0,4.0,11.0,393.0,44156560.01634944,75026273.60351443,1,0,4.0,86.06032413577803,5883752.056979716,0.0
0,9.0,36586366.0,1.0,6.0,44.0,3811747.6025684658,500000.0,2,1,9.0,93.41225884774242,500000.0,1.0
3,6.0,1818706.0,2.0,10.0,403.0,57634855.15118153,64352637.29800432,2,1,2.0,87.87580930296889,500000.0,0.0
1,3.0,8921895.0,1.0,8.0,270.0,91036251.22006226,500000.0,0,0,7.0,75.37008954703867,3569791.6902140183,1.0
3,0.0,39342908.0,4.0,1.0,903.0,40964179.27428892,500000.0,1,1,9.0,47.58575915648249,1188375.0293472235,1.0
5,7.0,934153.0,1.0,22.0,729.0,69644952.12297963,20561684.61294532,2,2,5.0,30.0,38907876.88619077,1.0
3,1.0,38928482.0,2.0,27.0,950.0,16212859.307530364,500000.0,2,0,6.0,30.0,500000.0,1.0
3,9.0,13012272.0,4.0,2.0,581.0,38230494.71954906,500000.0,2,1,3.0,63.37433919963581,4470168.950369911,0.0
5,2.0,46116520.0,2.0,19.0,771.0,73044648.31808738,500000.0,1,1,4.0,30.0,24174404.101600576,1.0
4,9.0,39807519.0,1.0,2.0,275.0,12116615.24003436,50770372.68616215,0,0,3.0,40.26390986197442,20380331.067176923,0.0
3,6.0,34801321.0,2.0,1.0,708.0,69390968.17586818,65563886.02448682,2,1,1.0,75.75076092634552,1944735.4971239234,0.0
0,4.0,45633133.0,3.0,24.0,223.0,15570259.265737329,29600426.304375026,2,0,9.0,70.06369583755946,500000.0,1.0
6,13.0,11949777.0,4.0,18.0,148.0,31680304.328886323,19032619.93192145,0,0,8.0,64.56671902707595,500000.0,1.0
3,2.0,16158830.0,2.0,1.0,310.0,10097991.31009608,36184845.63929284,2,0,1.0,49.5673471001049,33929432.295717716,0.0
3,10.0,22327615.0,4.0,6.0,759.0,79438895.87731947,500000.0,0,0,8.0,30.0,500000.0,1.0
4,9.0,31310420.0,1.0,5.0,735.0,41459552.85112453,25791040.875825547,1,1,2.0,48.23484371207154,500000.0,0.0
3,5.0,32674519.0,2.0,7.0,737.0,78876388.35278264,71882738.37278247,2,0,2.0,55.67789604862949,500000.0,1.0
3,6.0,21112921.0,4.0,6.0,513.0,35439041.05653219,24812736.982544832,1,1,7.0,33.85114669995828,500000.0,0.0
3,5.0,27790262.0,3.0,4.0,282.0,13940320.241732456,21711754.294736803,2,1,7.0,52.82918363239337,15000402.420090571,0.0
6,4.0,27646106.0,1.0,17.0,786.0,72609740.85104038,19592761.670265086,2,1,1.0,62.57929285814824,500000.0,1.0
4,3.0,27076730.0,2.0,2.0,374.0,22058975.960678164,500000.0,2,1,2.0,44.154109043687626,706271.7366865207,0.0
7,2.0,37368700.0,3.0,9.0,371.0,10301003.083600176,116671174.51882827,2,1,4.0,61.51384589767645,54161027.25677621,0.0
3,4.0,11771386.0,4.0,10.0,17.0,11087031.540341618,500000.0,2,1,4.0,56.42342244876504,21068390.540256582,0.0
1,3.0,2832031.0,3.0,3.0,884.0,99926656.44985184,500000.0,0,1,4.0,30.0,12586610.524091177,1.0
6,8.0,11362380.0,2.0,9.0,945.0,6948102.599424691,18289319.91057374,2,1,6.0,33.43653235181894,500000.0,1.0
3,3.0,21552156.0,3.0,12.0,256.0,92291751.76183496,11140721.224348985,2,0,1.0,66.4675453836553,500000.0,1.0
3,3.0,29523531.0,4.0,3.0,456.0,76487045.77249941,16892037.222835314,1,1,5.0,56.80316809265414,9006067.910418695,0.0
4,6.0,12412554.0,4.0,8.0,598.0,23372898.66020783,31793269.96699083,0,0,5.0,74.90537017705235,32480018.392304376,0.0
4,5.0,18271425.0,4.0,5.0,506.0,46636652.858802125,500000.0,1,1,5.0,74.93116011169873,500000.0,0.0
6,7.0,46442739.0,4.0,19.0,78.0,53506179.366528,500000.0,1,2,4.0,40.39525951914012,18237974.352654755,1.0
7,7.0,37255675.0,4.0,2.0,783.0,26414398.42134293,500000.0,2,0,1.0,49.41629061839136,33377753.397096567,0.0
7,0.0,28818279.0,4.0,10.0,914.0,11690837.56128222,105372775.69012913,2,0,3.0,39.35489563961384,500000.0,1.0
1,6.0,11376834.0,1.0,0.0,968.0,16783733.34473589,500000.0,0,2,9.0,89.53745276746193,9673394.832601165,1.0
2,13.0,24303018.0,2.0,7.0,670.0,45804187.61484038,43513090.71883968,1,1,8.0,30.0,13255628.11484957,1.0
7,12.0,18560829.0,2.0,18.0,964.0,3096166.5330420206,500000.0,1,1,9.0,30.0,13318095.916778656,1.0
7,3.0,36755284.0,2.0,3.0,670.0,100218063.09257928,500000.0,2,1,3.0,69.87761493401622,5370144.141880331,0.0
3,1.0,9948693.0,2.0,8.0,151.0,87158154.42927177,500000.0,0,0,3.0,26.98902812975557,18801560.249145355,0.0
6,12.0,17060555.0,3.0,22.0,132.0,25562815.0953499,10528941.796613442,2,0,5.0,30.0,500000.0,1.0
2,9.0,7284058.0,2.0,2.0,629.0,63482994.46913309,500000.0,1,2,3.0,30.0,5108582.798445279,1.0
1,14.0,42578265.0,4.0,13.0,263.0,57078721.87791546,500000.0,0,1,7.0,57.955663046198765,500000.0,1.0
4,7.0,4229065.0,1.0,10.0,499.0,44709321.33481172,38568691.451464295,1,1,3.0,61.18566811278587,500000.0,0.0
6,11.0,1708621.0,3.0,0.0,968.0,420690.9298770819,27114132.975050166,1,1,4.0,40.209722433145,500000.0,1.0
6,11.0,19739590.0,4.0,6.0,443.0,3756784.626205018,138778700.5575639,1,0,8.0,62.4264431339671,74319615.78079166,1.0
4,3.0,14859696.0,3.0,5.0,637.0,7375628.939944047,500000.0,1,0,5.0,57.938442485898726,61193464.00128937,0.0
3,2.0,28764911.0,3.0,6.0,728.0,55829245.89281514,36234404.85144443,0,0,5.0,39.731631873670494,8534049.451857073,0.0
7,6.0,10699755.0,2.0,2.0,386.0,45310797.581957415,36377032.460280105,1,0,6.0,63.61997448184716,15350939.195085747,0.0
3,9.0,4574787.0,2.0,7.0,79.0,80438990.8608744,55690338.558158875,0,1,2.0,39.35934294190006,500000.0,0.0
7,6.0,39033065.0,2.0,7.0,555.0,3609960.992936073,51592878.02762252,1,0,1.0,56.23532327292802,2442674.160062582,0.0
1,0.0,34488212.0,3.0,16.0,86.0,32716580.48549655,500000.0,0,0,5.0,30.0,500000.0,1.0
6,3.0,25624205.0,2.0,8.0,105.0,60120650.54281476,52416954.73978757,1,1,5.0,88.0900902338074,19500900.13764612,0.0
6,5.0,21849307.0,4.0,1.0,221.0,36999922.85558734,500000.0,2,1,7.0,46.731239877273865,500000.0,0.0
4,2.0,26092739.0,2.0,9.0,626.0,36867935.31770202,3586595.1522491723,2,0,2.0,49.41162109278706,19438587.793091673,0.0
5,1.0,40255455.0,2.0,24.0,54.0,36414799.56733826,500000.0,1,2,6.0,69.8643445758205,3836939.530658624,1.0
6,2.0,34402592.0,3.0,6.0,393.0,9005307.092067108,45074014.64038661,1,0,5.0,55.67728021042755,42237403.57780786,0.0
0,12.0,37446194.0,4.0,10.0,358.0,83541566.0172156,500000.0,2,2,6.0,41.41304818090548,7077338.833468896,1.0
2,2.0,27615577.0,2.0,11.0,211.0,20082794.33500915,170822618.9356407,0,1,2.0,50.02298821726936,500000.0,1.0
0,11.0,28036742.0,2.0,18.0,367.0,37147151.4226531,500000.0,0,1,1.0,73.62742144046663,22034839.651603136,1.0
2,6.0,48584380.0,3.0,12.0,120.0,8127886.096662155,500000.0,0,2,3.0,30.0,500000.0,1.0
0,13.0,13717342.0,3.0,4.0,417.0,53243734.2038927,51130464.89616882,0,1,9.0,30.0,8776205.456942689,1.0
1,9.0,22367239.0,4.0,6.0,829.0,25221351.639077183,27887330.50323811,0,1,8.0,78.24595657353632,500000.0,1.0
0,7.0,27443161.0,3.0,18.0,245.0,17222114.400425654,82813417.48037025,1,2,8.0,30.0,500000.0,1.0
7,3.0,14129224.0,1.0,7.0,566.0,44696590.083359845,500000.0,2,0,4.0,84.86756913482753,13885353.00240069,0.0
2,0.0,31132049.0,2.0,9.0,937.0,88743863.77447887,29437598.47204867,2,1,4.0,91.1670607603624,12969704.856802065,1.0
3,1.0,30426285.0,3.0,16.0,551.0,33851474.28285823,17119327.442663386,2,1,4.0,50.629740932754096,16267860.042400654,1.0
7,2.0,8251204.0,3.0,8.0,218.0,26162834.19191761,8481038.805809474,0,0,1.0,47.21150561258675,1226300.6974583373,0.0
0,13.0,16441755.0,3.0,18.0,123.0,41443044.6584113,30327046.452355444,0,1,2.0,30.0,500000.0,1.0
6,3.0,14218691.0,3.0,2.0,216.0,75964883.58385123,58234655.97087318,1,0,4.0,62.99522775002164,59741451.3137268,0.0
7,3.0,18204925.0,4.0,1.0,490.0,63608744.87399691,83919096.01227906,1,0,1.0,32.99405430699815,500000.0,0.0
3,12.0,16588103.0,2.0,17.0,669.0,49973225.83260993,15123055.815759076,1,1,4.0,30.0,1509478.286189265,1.0
5,13.0,16225458.0,4.0,20.0,181.0,26725799.090707835,3194106.887096269,1,2,7.0,87.57125476878295,500000.0,1.0
0,14.0,12415503.0,1.0,9.0,254.0,34424425.79562606,11686615.422977464,2,1,3.0,60.11347680508423,24476685.786368128,1.0
3,4.0,15235298.0,2.0,1.0,497.0,61099699.21655528,18924321.04278013,2,1,5.0,47.96462443950856,500000.0,0.0
6,14.0,4051886.0,2.0,9.0,919.0,6559429.795765005,500000.0,2,0,7.0,30.0,500000.0,1.0
5,12.0,348940.0,4.0,17.0,523.0,42731820.753891945,53755520.56222547,1,2,5.0,88.00519652014175,2495704.643570915,1.0
7,6.0,29572953.0,2.0,2.0,312.0,37907671.15468328,11460957.85723156,2,1,5.0,71.03844469234753,12516358.950457854,0.0
0,14.0,19169521.0,3.0,19.0,215.0,82544122.80736029,48192986.71853337,1,2,5.0,30.0,19635325.7705556,1.0
4,3.0,2245749.0,3.0,6.0,259.0,31447611.48776368,12043067.956092179,0,0,6.0,42.15538400224042,14689748.88277302,0.0
3,5.0,21440391.0,1.0,11.0,19.0,78225590.78811336,26863543.62362277,2,0,5.0,33.53921212764306,26220420.55867662,0.0
3,1.0,2398705.0,2.0,8.0,521.0,50843626.59149015,153921780.81109637,0,0,2.0,65.59471450439707,25919702.98907411,0.0
7,0.0,12913173.0,4.0,21.0,621.0,11646877.380787518,500000.0,0,1,3.0,69.83049675704706,500000.0,1.0
3,6.0,26261318.0,4.0,4.0,574.0,29464577.07244587,51069721.59720771,1,1,7.0,60.87994474653587,17604103.698142998,0.0
2,9.0,20409923.0,4.0,15.0,767.0,77253699.36011353,100871371.84389804,0,0,7.0,36.57310272599426,11852566.592702249,1.0
2,1.0,33384520.0,4.0,10.0,82.0,99565428.64008704,67880507.08333702,1,2,2.0,68.01737704411065,12414045.668477232,1.0
0,9.0,47916908.0,2.0,3.0,672.0,95215128.44064456,52565788.1516408,2,1,8.0,66.35370604763854,4587614.99068366,1.0
3,14.0,26529622.0,3.0,7.0,589.0,29283821.794032056,500000.0,1,2,4.0,30.0,500000.0,1.0
2,1.0,30431958.0,3.0,17.0,58.0,66711632.79907014,500000.0,0,2,7.0,90.87986454105194,23120726.98245078,1.0
6,7.0,23933441.0,3.0,2.0,709.0,4963355.520414769,500000.0,2,0,6.0,49.15781528503649,26408123.321633827,0.0
2,3.0,23275589.0,4.0,6.0,770.0,44535114.845624015,28946340.97592386,2,2,7.0,30.0,7070252.364212315,1.0
0,5.0,1837668.0,4.0,28.0,284.0,73839929.56595322,75160891.56013228,0,0,4.0,30.0,11617224.323711313,1.0
7,8.0,17551253.0,4.0,5.0,61.0,54121934.506786585,26784031.52067397,1,0,7.0,69.12120920367519,23180168.140877973,0.0
4,2.0,26563517.0,3.0,6.0,456.0,30538801.222808205,33571813.59398891,1,1,5.0,41.142016769473074,17918838.161103956,0.0
3,1.0,2524420.0,3.0,22.0,366.0,43339884.14024104,20479132.37386782,0,1,5.0,89.2922848567022,500000.0,1.0
3,7.0,23192051.0,3.0,7.0,562.0,49206894.08028668,15462042.144458082,1,0,7.0,57.56059662135424,34084709.88423136,0.0
7,2.0,29398684.0,3.0,2.0,456.0,53342368.06138583,40840887.30083051,0,0,5.0,90.73281225804934,3388989.539692326,0.0
7,7.0,5161460.0,2.0,6.0,590.0,19761207.56101816,111697195.75457728,1,1,3.0,75.71315607025564,57052754.51170124,0.0
7,5.0,37062152.0,2.0,11.0,429.0,82395216.26483576,5972587.657528919,1,1,3.0,48.96163701264726,34210387.119479485,0.0
2,12.0,23570553.0,2.0,4.0,469.0,10774527.975032674,5335876.616116196,2,1,3.0,30.0,500000.0,1.0
3,7.0,36905148.0,3.0,2.0,688.0,14888325.790754003,19615544.760904975,0,0,5.0,76.01434805719558,11037088.12901267,0.0
1,8.0,24366221.0,4.0,26.0,345.0,88512079.01145247,43999002.681085005,0,0,6.0,83.4497852894315,19821444.507582016,1.0
1,2.0,46978124.0,3.0,2.0,269.0,66890165.16934168,53865788.57065181,1,2,3.0,35.60566160873707,1818400.9745229753,1.0
3,6.0,32283723.0,1.0,28.0,515.0,41496575.77874647,500000.0,1,2,9.0,83.3329751584164,2040633.3415737008,1.0
4,4.0,1667538.0,3.0,7.0,575.0,34450796.90092942,25285786.781200584,1,1,5.0,29.782324838767323,3998632.5483215745,0.0
1,13.0,35637560.0,1.0,10.0,817.0,28627868.12134995,157313341.6998939,2,1,3.0,30.0,80121532.68696858,1.0
1,4.0,10383920.0,3.0,15.0,731.0,16173293.521965848,500000.0,0,0,2.0,70.01169788251579,37606831.26352164,1.0
7,12.0,43135925.0,3.0,3.0,807.0,45668609.25934741,500000.0,0,1,2.0,30.0,500000.0,1.0
3,14.0,49533771.0,1.0,29.0,836.0,17843550.51583373,500000.0,2,1,6.0,30.0,500000.0,1.0
3,12.0,4759464.0,1.0,22.0,583.0,28464727.08673064,10968243.979813902,2,0,5.0,91.12423766549512,500000.0,1.0
0,14.0,40310183.0,2.0,28.0,34.0,16838068.729569644,500000.0,2,2,6.0,69.34057747132877,78206732.10451527,1.0
3,11.0,7140523.0,4.0,24.0,322.0,67579723.91002622,89442711.35190111,1,1,4.0,32.13075111073012,35900726.3436229,1.0
6,2.0,20330404.0,1.0,3.0,44.0,12958405.656196306,49287127.7165531,0,1,1.0,84.11440153184795,500000.0,0.0
5,2.0,43496218.0,2.0,2.0,397.0,11859404.538211737,37200664.09484642,0,1,3.0,43.00905586102101,30272890.865225684,1.0
6,9.0,26511021.0,4.0,28.0,81.0,77047066.76154639,147331717.57538617,1,2,7.0,83.18225603166013,500000.0,1.0
7,7.0,12313161.0,3.0,8.0,14.0,59889541.08502643,500000.0,1,0,6.0,42.39304221240996,21346659.55180194,0.0
4,4.0,28068277.0,1.0,1.0,559.0,37686790.65061349,500000.0,1,1,6.0,35.58347346609966,500000.0,0.0
7,8.0,33181415.0,4.0,5.0,44.0,59344180.57263154,60657961.12593749,0,0,1.0,56.32158490875664,41698078.00578131,0.0
0,2.0,6641390.0,1.0,12.0,808.0,35758712.27080763,16427058.982865177,2,2,9.0,30.0,21651354.050858248,1.0
3,13.0,4395831.0,2.0,19.0,924.0,23425224.938759487,8013648.337203079,2,1,4.0,82.91776448629028,500000.0,1.0
5,0.0,39964844.0,2.0,15.0,224.0,36536454.89061243,500000.0,1,0,2.0,70.38177169581031,500000.0,1.0
6,5.0,49602559.0,3.0,14.0,638.0,5786041.473493836,73992557.86907965,2,0,3.0,47.06323573923581,500000.0,1.0
7,7.0,10530218.0,2.0,3.0,275.0,44058025.22891155,85075585.90094751,0,1,1.0,32.510361419586616,500000.0,0.0
3,4.0,13505751.0,3.0,11.0,14.0,41932544.34634469,29954041.765140377,1,1,7.0,39.79691319265544,500000.0,0.0
0,8.0,47621220.0,3.0,18.0,964.0,16196031.164825289,43085533.60150755,0,0,5.0,45.38665006277748,21470654.574534185,1.0
7,10.0,18469894.0,2.0,22.0,64.0,75473359.92905404,7822244.46695391,0,2,7.0,52.6074323196953,12869385.221791822,1.0
0,8.0,15306525.0,1.0,20.0,814.0,37518555.01094036,500000.0,0,0,2.0,67.88251341995934,8471539.52379932,1.0
2,12.0,9925175.0,3.0,19.0,668.0,55536716.8857188,33975804.62734936,1,0,9.0,78.48108698094748,2403575.613388339,1.0
6,4.0,30908822.0,1.0,3.0,677.0,94225859.28858972,36675730.35404105,1,0,6.0,43.5506240047694,7248857.224939493,0.0
3,9.0,17702269.0,1.0,2.0,163.0,42207808.562227495,500000.0,1,1,1.0,46.903886113168994,79749459.37073717,0.0
3,4.0,39978098.0,4.0,3.0,749.0,37174659.51944516,28194316.073305197,2,1,1.0,47.04776527235658,4617164.005129904,0.0
6,5.0,23696804.0,2.0,3.0,232.0,35981426.838071905,40159885.78680465,1,0,3.0,58.74472307859117,500000.0,0.0
2,14.0,12357552.0,4.0,17.0,239.0,78109849.86614992,500000.0,2,2,6.0,52.788540693626246,56034013.76443134,1.0
0,2.0,24865998.0,1.0,20.0,887.0,72466153.61051822,150572824.03790915,2,0,5.0,50.834173568754345,500000.0,1.0
3,8.0,33597747.0,3.0,4.0,105.0,41774786.31062205,500000.0,0,1,4.0,57.327605477170565,13802749.862209909,0.0
6,2.0,31987007.0,2.0,21.0,547.0,80313785.70451608,12277548.419423148,2,0,3.0,36.55487967485009,500000.0,1.0
6,1.0,38849885.0,3.0,4.0,133.0,287955.29109539086,11893884.111659376,2,2,4.0,30.0,500000.0,1.0
